Postcode,Eastings,Northings
EN55RZ,524854,196397
EN55SU,524503,196978
EN55TN,524754,196872
EN55TP,524795,196646
EN55UE,524839,196237
EN55XA,524579,196836
HA80AL,519725,191156
HA80AQ,519711,191147
HA80DR,520852,190656
HA80EE,519675,191232
HA80EP,520581,190631
HA80EX,520783,190759
HA80EZ,520816,190875
HA80FD,519796,190993
HA80HY,520921,190772
HA80HZ,521019,190936
HA80JA,520988,190960
HA80JD,521067,191150
HA80JE,521112,191104
HA80JQ,521235,191254
HA80JW,521211,191326
HA80NA,520740,191010
HA80NF,521026,191285
HA80NJ,520936,191114
HA80PL,520863,191385
HA80PN,520933,191380
HA80PP,520902,191512
HA80QD,521189,191185
HA80QP,520282,191364
HA80RE,520623,191426
HA80SB,521006,191453
HA80SD,520855,191457
HA80SH,520162,191277
HA80TB,520166,191103
HA80TL,520293,191012
HA87NA,519315,192017
HA87NB,519271,191986
HA87NZ,519066,191904
HA87PB,519201,192086
HA87PF,519115,192050
HA87PU,519265,192163
HA87PY,519099,192163
HA87QB,519216,192290
HA87SJ,518902,192298
HA87TY,519009,191993
HA88BN,518648,192880
HA88BP,518936,192820
HA88BX,518748,192871
HA88DL,518069,193370
HA88EA,518902,192349
HA88EB,518915,192424
HA88ED,518759,192502
HA88EE,518869,192550
HA88EJ,518936,192611
HA88EZ,518675,192703
HA88FA,518560,192602
HA88FW,519939,193975
HA88GA,518455,192661
HA88GD,518457,192692
HA88HB,518875,192733
HA88HD,518888,192780
HA88HF,519078,192676
HA88JE,519228,192576
HA88JL,519400,192894
HA88JQ,519488,192629
HA88JW,518964,192972
HA88JZ,519134,192908
HA88LL,519292,192267
HA88LS,519335,192418
HA88LW,519406,192333
HA88LY,519366,192678
HA88NX,519787,192443
HA88PF,519574,192722
HA88PJ,519639,192287
HA88QD,519298,193200
HA88QL,519113,193656
HA88RD,519723,193486
HA88RH,519400,193600
HA88RN,519478,193291
HA88RP,519432,193349
HA88RU,519335,193216
HA88RY,519512,193137
HA88SA,519459,193491
HA88SB,519439,193524
HA88SD,519957,193864
HA88SQ,520056,193786
HA88SR,519645,193059
HA88SS,519645,193290
HA88SU,519823,193334
HA88UA,519752,193261
HA88UD,519798,193205
HA88UQ,519841,193065
HA88UT,519863,193293
HA88UW,519935,193269
HA88XA,520049,193303
HA88XG,519954,193601
HA88XN,519660,193869
HA88XT,519773,193813
HA88YF,520079,193105
HA88YL,520145,193092
HA88YN,520199,193174
HA88YY,520169,193595
HA89AB,519629,191447
HA89AF,519798,191477
HA89AG,519701,191493
HA89AH,519753,191513
HA89AJ,519730,191639
HA89BJ,519939,191436
HA89BS,520391,191546
HA89BZ,520852,191657
HA89DA,520931,191681
HA89DF,521128,191562
HA89EL,520310,191634
HA89EN,520399,191617
HA89EZ,520602,191642
HA89GH,520440,192813
HA89HG,521111,191699
HA89HS,520228,191711
HA89JD,520090,191620
HA89JF,520033,191545
HA89JW,520530,191765
HA89LA,520030,191840
HA89LB,520006,191875
HA89LR,519932,192060
HA89LS,520079,192299
HA89LT,519998,192081
HA89NJ,520136,192215
HA89NL,520211,192065
HA89NP,520235,191890
HA89NR,520331,192029
HA89PG,520373,192182
HA89PH,520338,192094
HA89PL,520251,192104
HA89PN,520219,192143
HA89PT,519883,192644
HA89QG,520251,192306
HA89QJ,520367,192311
HA89QN,520378,192392
HA89QQ,520202,192263
HA89QU,519983,192877
HA89QY,520031,192432
HA89RA,520250,192554
HA89RB,520205,192555
HA89RS,520458,192541
HA89RT,520523,192514
HA89RW,520633,192755
HA89SL,520336,192550
HA89SW,520422,192676
HA89TA,520440,192920
HA89TD,520404,193005
HA89TP,519755,192222
HA89TS,519750,192346
HA89TZ,520075,192595
HA89UP,519577,192097
HA89UT,519787,192169
HA89XA,519832,192013
HA89XF,519667,191930
HA89YF,520053,191170
N101AA,528177,190696
N101AB,528187,190659
N101AH,528187,190885
N101AL,528201,191052
N101ET,528395,190724
N101HG,528119,190551
N101HH,528141,190521
N101JT,528052,190845
N101LS,528323,190508
N101LT,528200,190432
N102EU,528743,191118
N102HR,528449,191340
N102HT,528505,191168
N102HX,528461,191173
N102JE,528443,191010
N102JH,528407,190886
N102LW,528522,190845
N102LY,528566,190837
N102NB,528511,190886
N102ND,528614,190971
N102NE,528571,190956
N102NZ,528583,191277
N102PD,528390,191315
N102RT,528656,191423
N111BY,529004,193015
N111DD,528996,193231
N111EB,528240,193298
N111EE,528210,193321
N111EG,528325,193371
N111EJ,528099,193675
N111EL,528179,193804
N111EP,528072,193828
N111EX,528163,194097
N111EZ,528342,193479
N111HG,528171,193085
N111HH,528151,193232
N111HN,528249,193154
N111JJ,528691,192819
N111JS,528516,192887
N111JW,528663,192542
N111LB,528510,192784
N111ND,528597,192431
N111PT,528728,192517
N111TE,528721,193106
N111TG,528741,192977
N113AA,528379,192462
N113BT,528280,191831
N113BX,527794,192033
N113BY,527751,192019
N113DH,527759,191884
N113DJ,528134,191733
N113DY,528157,192256
N113EF,528226,191736
N113EL,528320,192453
N113ER,528230,192421
N113EX,528166,192356
N113EZ,528272,191787
N113FA,528372,191887
N113FE,528198,191850
N113FL,528409,192124
N113FP,528533,192193
N113FR,528232,191942
N113FT,528339,192067
N113GD,528324,191774
N113GT,528073,192128
N113GW,527635,192124
N113GX,528537,192264
N113HB,528108,192430
N113HD,528234,192567
N113HH,528047,192543
N113HY,527989,192268
N113JB,527922,192222
N113JG,527746,192231
N113JN,527734,192261
N113JP,527864,192341
N113LG,527661,192659
N113LN,527690,192413
N113LR,527696,192337
N113LX,527539,192238
N113NB,527478,192560
N113NH,528095,191563
N113NN,528092,191473
N113NP,528276,191650
N113NQ,528158,191606
N113NT,528399,191675
N113PB,528324,191720
N113PY,528550,192043
N120AG,527470,191299
N120AL,526622,190957
N120AR,526506,190916
N120AU,526448,191116
N120BB,526343,191504
N120DA,526391,191868
N120DG,526167,191702
N120DN,526310,191673
N120DT,526367,191768
N120DZ,526433,191595
N120EA,526338,191542
N120EB,526325,191573
N120EN,526341,192017
N120EQ,526341,192017
N120EW,526299,191953
N120HB,526064,191617
N120HE,526188,191623
N120HH,526079,191439
N120HJ,526008,191424
N120HU,526115,191304
N120HY,526055,191183
N120JG,526354,191441
N120JH,526291,191427
N120JL,526232,191165
N120JR,526389,190918
N120LD,527380,191841
N120LG,527472,191939
N120LP,527568,191852
N120LT,527623,191761
N120ND,527582,192017
N120NS,526554,191884
N120NU,526449,191825
N120NY,526629,191801
N120PG,526615,191526
N120PS,526773,191666
N120QN,527006,191789
N120RB,527084,191614
N127AA,525226,192509
N127AD,524983,192642
N127AE,524964,192608
N127AG,525561,192507
N127AH,524972,192473
N127AL,525052,192410
N127AN,525137,192452
N127AW,525640,192491
N127BA,525038,192236
N127BJ,524909,192239
N127DD,525725,192990
N127DE,525598,192915
N127DN,525635,192461
N127DY,525688,192806
N127ES,525388,192875
N127ET,525488,193052
N127EX,525327,193137
N127HD,525223,193194
N127HH,525213,193021
N127HS,525473,192182
N127JA,525413,192258
N127JJ,525025,192778
N127JP,525006,192916
N127LG,524951,191853
N127LH,525074,191835
N127LT,525235,192278
N127NG,525952,192189
N127NN,526153,192093
N127NP,525998,192144
N127NT,525568,192257
N127NX,525547,192186
N127PB,525442,192033
N127PD,525479,192006
N128AA,525970,192333
N128AD,525777,192146
N128AT,526041,192880
N128BA,526105,192798
N128BE,526087,192680
N128BU,526175,192341
N128DB,526277,192269
N128DD,526281,192184
N128DE,526215,192229
N128DH,526185,192232
N128DJ,526084,192289
N128DL,526068,192256
N128DN,526148,192272
N128DS,525970,192014
N128DT,526103,191959
N128DW,526142,191876
N128EA,526145,192059
N128EE,526106,192031
N128EL,525714,192332
N128EN,525691,192188
N128ER,525726,192193
N128EX,525704,191878
N128EY,525820,191913
N128GA,526233,192448
N128HD,525948,191772
N128HG,525930,191979
N128HU,525731,192421
N128HY,525771,192454
N128JB,525715,192076
N128JJ,526117,192417
N128LE,525728,192510
N128LR,526023,192981
N128NN,525914,191992
N128NU,526038,191837
N128NY,526025,191739
N128PH,525872,191607
N128PJ,525939,191643
N128PY,526185,192630
N128QL,526202,192818
N128QP,526242,192848
N128QT,526220,193041
N128RF,525866,192518
N128RG,526103,193212
N128RJ,525923,192516
N128RT,526188,192498
N128RU,526067,192506
N128SJ,525794,192656
N128SP,525881,192770
N128SU,525914,192913
N128SW,525831,192753
N128TJ,526123,193048
N128TW,525850,192914
N129AB,527306,192398
N129AG,527130,192522
N129AS,527438,192367
N129AX,527397,192151
N129BD,527555,192056
N129BG,527451,192182
N129DE,526445,192381
N129DH,526645,192389
N129DL,526792,192301
N129DP,526626,192332
N129DS,526591,192258
N129DY,526667,192052
N129EA,526624,192244
N129EB,526638,192018
N129HA,526743,192026
N129HF,526726,192118
N129HG,527216,192305
N129HN,526804,192122
N129HW,526494,192765
N129HY,526769,192799
N129JL,526593,192965
N129JN,526424,192947
N129JS,526461,192916
N129LA,526693,192325
N129LB,526922,192327
N129LD,526895,192280
N129LE,527016,192259
N129LN,527060,192354
N129LP,527030,192343
N129NA,527134,192316
N129NB,527079,192297
N129NL,527218,192111
N129NN,527333,191951
N129NU,526677,192694
N129PG,526967,192648
N129PJ,526976,192546
N129PN,526908,192484
N129PP,526755,192455
N129QL,526416,192095
N129QR,526351,192372
N129SS,526448,192502
N129ST,526481,192560
N129TP,526649,192528
N129TR,526548,192501
N129UA,526768,192367
N129UB,526788,192433
N129UE,526858,192391
N129UL,526542,192333
N145AF,529395,194111
N145AH,529265,194311
N145AS,529089,194100
N145AT,528887,193920
N145AX,528742,193819
N145DH,528840,194037
N145DJ,528698,194092
N145DX,528660,194052
N145EA,529054,194144
N145JD,528896,194591
N145JJ,528934,194449
N145JT,528781,194603
N145JY,528786,194700
N145LN,528755,194745
N145LR,528625,194591
N145LS,528597,194475
N145LT,528526,194592
N145ND,528494,194730
N145NH,528535,194854
N145NP,528622,194686
N145RE,528914,194329
N145RG,528926,194277
N145RN,528973,194197
N145SA,528878,194363
N147JS,529232,193309
N147LA,529183,193391
N147LH,529170,193691
N147LT,528758,193545
N147NA,529002,193496
N147NN,528940,193823
N147PF,529294,193666
N20AA,526872,189066
N20AG,526848,188911
N20AH,526917,188886
N20BG,526868,187739
N20BJ,526849,187968
N20BN,527022,188438
N20DE,526535,189059
N20DH,526356,189072
N20DJ,526273,189096
N20FA,526628,187781
N20HA,526593,189186
N20HB,526504,189247
N20HF,526236,189223
N20HJ,526671,189047
N20HL,526711,189051
N20HN,526634,188949
N20HP,526582,189045
N20JA,526914,189008
N20JG,526787,189226
N20JX,526096,189541
N20JZ,526059,189394
N20LB,526186,189397
N20LE,526289,189570
N20LF,526267,189504
N20LP,526533,189422
N20LW,526513,189337
N20LX,526581,189652
N20NB,526850,189546
N20ND,526862,189450
N20NF,526971,189253
N20NH,526815,189476
N20NJ,526896,189475
N20NP,527309,189023
N20PS,527022,189255
N20PY,526265,189451
N20QA,526270,189342
N20QB,526389,189307
N20QD,526358,189346
N20QH,526339,188541
N20QJ,526450,188508
N20QS,526361,188234
N20QT,526325,188309
N20QW,526545,188440
N20RB,526501,188898
N20RF,526408,188618
N20RJ,526617,188512
N20RN,526683,188482
N20RZ,526133,189720
N20SL,526543,189797
N20ST,526314,189783
N20SW,526260,189810
N20SY,526381,189740
N20TA,526396,189656
N20TB,526504,189702
N20TG,526484,189760
N20TJ,526004,189951
N20TP,526864,188604
N20XD,526992,189381
N28AN,526965,189924
N28AT,527185,189580
N28BB,527130,189544
N28BE,526886,189916
N28BH,526725,189757
N28BJ,526829,189770
N28DB,527075,189720
N28DJ,526878,189759
N28DT,526813,189964
N28EA,526747,189925
N28HJ,526349,190217
N28HN,526544,190396
N28HR,526629,190483
N28HT,526470,190266
N28JF,526445,190215
N28JH,526645,189806
N28JJ,526587,189884
N28JL,526628,189884
N28JN,526606,189944
N28JR,526184,190181
N28JT,526261,190100
N28JU,526292,190060
N28JW,526407,190052
N28LA,526618,190327
N28LU,526568,190090
N28NS,527122,189403
N28NX,527176,189349
N28NY,527229,189359
N29AE,526767,190271
N29AJ,526727,190606
N29AR,527037,190110
N29AZ,526711,190565
N29BU,527283,189878
N29BX,527306,189855
N29DA,527307,189805
N29DJ,527411,189552
N29DR,527532,189846
N29DS,527472,189901
N29DY,527403,189631
N29DZ,527137,189777
N29EA,527384,189672
N29EL,527429,189518
N29FE,526725,190691
N29JL,527463,189479
N29JN,527399,189458
N29PS,527342,189378
N29PY,527456,189199
N29QD,527369,189295
N29QH,527496,189209
N29QL,527600,189161
N29QN,527608,189263
N29RA,526865,190745
N29RF,526923,190908
N200AA,527399,193777
N200AD,527612,193794
N200AF,527998,194161
N200AG,527706,193790
N200AL,527783,193898
N200AQ,528024,194205
N200AS,527948,194065
N200AU,527999,194115
N200BH,526377,193740
N200BL,527295,193562
N200BP,527356,193562
N200BS,527338,193510
N200BT,527262,193475
N200DG,527538,193492
N200DN,527679,193490
N200DP,527634,193447
N200DR,527581,193286
N200EN,527680,193584
N200ER,526411,193728
N200EX,526334,193930
N200EZ,526241,193792
N200FG,526504,193807
N200FH,526593,193826
N200FQ,526681,193811
N200HG,526050,193487
N200HJ,526009,193259
N200HT,527043,193743
N200JB,526893,193563
N200JE,526934,193672
N200JJ,526972,193446
N200JT,527246,193185
N200JU,527335,193207
N200LA,527099,193305
N200LE,526782,193832
N200LS,526486,193554
N200NB,526526,193449
N200NL,527089,193021
N200NN,527004,193231
N200NP,527166,193031
N200PA,526644,193530
N200PF,526142,193559
N200PH,526384,193616
N200PL,526190,193542
N200PP,526098,193419
N200PR,526241,193477
N200QX,526385,193471
N200RP,527807,193466
N200RR,527867,193183
N200RZ,527936,193191
N200SJ,527726,193120
N200SR,527679,193233
N200TN,527355,193886
N200TR,527340,193781
N200TS,527251,193856
N200UJ,527115,193705
N200XA,527400,193121
N200XH,527369,193028
N200XL,527614,192831
N200XN,527783,192783
N200XP,527664,192727
N200XZ,527354,192893
N208AH,524292,194461
N208AT,524777,194529
N208BZ,525286,193433
N208DB,525413,193578
N208DD,525487,193632
N208DU,525926,193957
N208DX,525743,193990
N208ED,525671,193794
N208EJ,525294,193803
N208EL,525249,193763
N208ER,525264,193626
N208HE,525831,193836
N208HL,525676,193411
N208HU,525276,193337
N208JG,525850,194032
N208JN,524858,194001
N208LB,525082,194218
N208LL,524088,194319
N208NH,523601,194276
N208NX,524929,193884
N208PE,524991,193716
N208QL,525944,194228
N208QN,525925,194147
N208QR,525675,194255
N208QT,525596,194223
N208QU,525513,194172
N208QX,525654,194138
N209AA,526466,194081
N209AB,526501,194217
N209AG,526624,194081
N209AQ,526925,194197
N209AR,526908,194089
N209AS,526955,194416
N209AZ,526848,194204
N209BL,526312,194317
N209DB,526602,194573
N209DH,526738,194876
N209DL,526541,194888
N209DP,526313,194753
N209DZ,526842,194598
N209ED,526489,194390
N209EG,526844,194696
N209EH,526776,194737
N209EJ,526709,194719
N209HA,526998,193915
N209JA,526916,193972
N209JG,527094,194248
N209JJ,527146,194173
N209JU,527203,193971
N209JW,527188,194349
N209LJ,526287,194108
N209LL,526254,194133
N209PF,526241,194541
N209PP,526010,194961
N209PQ,526109,194904
N209PR,525947,194932
N209PS,525886,194924
N209QU,526287,194618
N209QX,526081,193964
N209RA,526012,194824
N209RN,526259,194505
N31AA,525262,191285
N31AD,525225,191388
N31AN,525161,191543
N31AR,525136,191718
N31AU,525263,191607
N31BD,524969,190607
N31BJ,524774,190661
N31BL,524748,190636
N31BN,524843,190731
N31DA,524632,190718
N31DD,524713,190770
N31EJ,524838,191225
N31EP,524895,191314
N31EU,524902,191441
N31EX,525002,191307
N31EY,524979,191282
N31HJ,524962,190810
N31HY,524958,191172
N31JA,524932,191247
N31JD,525147,191280
N31JL,525204,191150
N31JN,525114,191074
N31JR,525052,190970
N31JT,524659,190305
N31LB,525886,191555
N31LD,525449,191108
N31NA,525671,191385
N31NB,525732,191366
N31NG,525941,191597
N31PA,525395,191364
N31PD,525348,191420
N31PJ,525326,191672
N31PL,525341,191712
N31QG,525199,190817
N31QR,525416,191073
N31QT,525169,191004
N31QY,525065,190929
N31RA,524997,190995
N31RG,524883,191016
N31SH,524706,190217
N31SJ,524622,190186
N31SN,524495,190312
N31ST,524445,190268
N31TB,524646,190882
N31TE,524375,190673
N31TG,524305,190691
N31TH,524283,190721
N31TL,524204,190390
N31TR,524999,190564
N31UB,524549,190647
N31YA,525431,191268
N32AA,526099,190624
N32AD,526171,190732
N32AG,526258,190656
N32AN,526418,190812
N32AP,526299,190807
N32AR,526281,190919
N32AX,526477,190748
N32BA,526453,190777
N32BN,525493,190840
N32DA,525530,190851
N32DB,525538,190897
N32DF,525461,190971
N32DH,525583,190944
N32DU,525982,191282
N32DW,525987,191339
N32DZ,525964,191361
N32EE,526087,190813
N32EJ,526002,190779
N32EL,525973,190818
N32ER,526108,190592
N32ES,526186,190572
N32ET,526142,190538
N32EU,526215,190584
N32HD,525407,190715
N32HH,525591,190517
N32HN,525660,190665
N32HR,525556,190648
N32HY,525945,190690
N32JL,525548,190358
N32JP,525234,190515
N32LX,525959,191549
N32NH,525823,191266
N32NL,526077,191133
N32NN,526179,190940
N32NQ,525846,191401
N32NR,526140,190923
N32NS,526105,190912
N32PG,525747,191129
N32PL,525708,191066
N32PP,525645,191103
N32QP,525881,190187
N32QR,525751,190249
N32QS,525907,190453
N32QT,525882,190484
N32QY,526068,190552
N32RD,526071,190415
N32RE,526126,190456
N32RN,526130,190362
N32SE,525423,190529
N32SG,525595,190419
N32SR,525698,190262
N32SS,525629,190161
N32ST,525591,190180
N32TA,525739,189996
N33AA,524771,189623
N33AB,524691,189890
N33AJ,524642,190029
N33AQ,525469,189667
N33AS,525436,189637
N33AU,524990,189624
N33BB,525230,189552
N33BF,525419,189622
N33BH,525346,189689
N33BN,525510,189854
N33BP,525503,189805
N33DA,525533,189915
N33DD,525578,189808
N33DE,525480,189754
N33DP,524574,189637
N33EA,524553,189472
N33EJ,524297,190067
N33EL,524261,190037
N33GR,524062,189533
N33HA,524246,189514
N33HG,524210,190102
N33HN,524948,190275
N33HU,524871,189790
N33JB,525096,189718
N33JJ,524951,189530
N33JZ,524920,190358
N33LD,524844,189991
N33LU,524963,190155
N33LX,524967,190080
N33LY,524980,189812
N33NA,524941,189815
N33NH,525010,189774
N33NL,525115,189822
N33NP,525157,189963
N33NS,525270,190063
N33PD,524684,189828
N33PJ,524576,189694
N33PU,523951,189830
N33PX,524110,189869
N33QD,525461,190113
N33QN,525049,190071
N33QP,525084,190081
N33RD,525228,189830
N33RH,524220,189835
N33RS,524760,190212
N33RY,524783,190110
N33SE,524581,190117
N33SF,524499,190056
N33SJ,524336,189954
N33SS,524336,190179
N33TA,524243,189959
N33TX,525011,190365
NW110DH,524706,188833
NW110DJ,524680,188876
NW110DT,524578,188930
NW110EJ,524567,188813
NW110ET,524462,189054
NW110EX,524395,188684
NW110JD,524482,188762
NW110JN,524398,188366
NW110JR,524258,188435
NW110LU,524709,188299
NW110LX,524737,188264
NW110PH,524815,188083
NW110QR,524813,188626
NW110RA,524777,188697
NW110RT,524900,187871
NW110RX,524876,187916
NW110RY,524869,187982
NW116AL,524912,189284
NW116AN,524893,189162
NW116AR,525054,189202
NW116AU,525029,189026
NW116BB,524858,188881
NW116BS,525219,189315
NW116BY,525166,189381
NW116DA,525152,189342
NW116DS,525533,189376
NW116DT,525531,189407
NW116DX,525576,189252
NW116EB,525745,189337
NW116ED,525839,189252
NW116EE,525920,189277
NW116EG,525931,189237
NW116EH,526068,189220
NW116EY,525276,188793
NW116HG,525243,188894
NW116HS,525266,189055
NW116HU,525198,189084
NW116JG,525935,189000
NW116LH,525602,189165
NW116LN,525736,189177
NW116LR,525789,189147
NW116NA,526007,189142
NW116NG,526015,188835
NW116NJ,526115,188638
NW116NN,526074,188637
NW116PA,525851,188787
NW116PN,525826,188396
NW116PT,526006,188382
NW116QH,526168,188464
NW116QP,525189,189144
NW116QR,525211,189176
NW116QS,525337,189097
NW116QU,525470,188999
NW116RJ,525695,188917
NW116SG,525952,188677
NW116SS,525734,188510
NW116TG,526422,187671
NW116TH,526519,187391
NW116XS,524849,188778
NW116XU,524907,188944
NW116XX,524849,188974
NW116XY,524940,188993
NW116YE,525056,188857
NW116YL,525218,188691
NW117AU,525665,188288
NW117BB,525754,188340
NW117BD,525770,188395
NW117BU,525303,187808
NW117DA,525242,187617
NW117DL,525490,187764
NW117DT,525588,187558
NW117EA,525699,187543
NW117ED,525546,187636
NW117EF,525497,187611
NW117ET,525017,188211
NW117EU,525035,188154
NW117HF,525637,187456
NW117HL,525793,187517
NW117HS,525853,187314
NW117HT,525810,187225
NW117HW,525716,187359
NW117JG,525951,187285
NW117NH,525151,187925
NW117NR,525199,187770
NW117PE,525081,187677
NW117QL,525409,187162
NW117QR,525504,187139
NW117QY,525407,187317
NW117RE,525460,187323
NW117SB,525244,187081
NW117SY,525720,187229
NW117TR,524938,188529
NW117UA,525047,188341
NW117XE,524911,188782
NW117XX,525227,188421
NW118AE,524716,187027
NW118AG,525061,187024
NW118AL,525052,186965
NW118DD,525202,186889
NW118DN,525096,186694
NW118ES,524882,187409
NW118JY,525023,187492
NW118LD,525000,187628
NW118NL,525014,186800
NW118PA,524415,187242
NW118PS,524314,187367
NW118QG,524766,187576
NW118QT,524563,187237
NW118QY,524284,187188
NW118RD,524499,187251
NW118SE,524674,187118
NW118SG,524779,187135
NW118SJ,524510,186911
NW118SL,524339,186757
NW118SP,524126,186475
NW118TE,524712,187234
NW118TJ,524483,186944
NW118TL,524208,186700
NW119BB,524242,188919
NW119BS,524446,187645
NW119BT,524557,187715
NW119BU,524485,187626
NW119EG,523903,187756
NW119EH,524068,187553
NW119HD,524058,188161
NW119JH,523988,188243
NW119LA,524087,189016
NW119PR,524184,188204
NW119PX,524098,188397
NW119QB,524249,188246
NW119QJ,524089,188574
NW119QS,524209,188697
NW119QU,524192,188587
NW119RS,524276,187401
NW119SG,524488,187813
NW119SH,524422,187852
NW119SS,524267,187731
NW119SY,524088,187773
NW119TE,523784,187928
NW21BB,523885,187393
NW21BD,523714,187285
NW21BE,523732,187326
NW21BY,523335,186948
NW21DL,523519,186921
NW21DY,524034,186959
NW21EF,524112,186826
NW21EP,524016,186007
NW21EY,523879,185754
NW21HH,523984,185842
NW21HR,524338,186170
NW21HT,524358,186633
NW21HU,524436,186392
NW21HX,524395,186645
